vaddr,0b_vaddr[47:39],vaddr[47:39],0b_vaddr[38:30],vaddr[38:30],0b_vaddr[29:21],vaddr[29:21],0b_vaddr[20:12],vaddr[20:12],0b_vaddr[11:0],0x_vaddr[11:0],paddr,-offset_12_shifted
0x40fffce3,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110011100011,0xce3,0x104fffce3,0x104fff
0x40fffce4,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110011100100,0xce4,0x104fffce4,0x104fff
0x40fffce5,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110011100101,0xce5,0x104fffce5,0x104fff
0x40fffce6,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110011100110,0xce6,0x104fffce6,0x104fff
0x40fffce7,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110011100111,0xce7,0x104fffce7,0x104fff
0x40fffce8,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110011101000,0xce8,0x104fffce8,0x104fff
0x40fffce9,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110011101001,0xce9,0x104fffce9,0x104fff
0x40fffcea,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110011101010,0xcea,0x104fffcea,0x104fff
0x40fffceb,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110011101011,0xceb,0x104fffceb,0x104fff
0x40fffcec,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110011101100,0xcec,0x104fffcec,0x104fff
0x40fffced,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110011101101,0xced,0x104fffced,0x104fff
0x40fffcee,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110011101110,0xcee,0x104fffcee,0x104fff
0x40fffcef,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110011101111,0xcef,0x104fffcef,0x104fff
0x40fffcf0,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110011110000,0xcf0,0x104fffcf0,0x104fff
0x40fffcf1,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110011110001,0xcf1,0x104fffcf1,0x104fff
0x40fffcf2,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110011110010,0xcf2,0x104fffcf2,0x104fff
0x40fffcf3,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110011110011,0xcf3,0x104fffcf3,0x104fff
0x40fffcf4,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110011110100,0xcf4,0x104fffcf4,0x104fff
0x40fffcf5,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110011110101,0xcf5,0x104fffcf5,0x104fff
0x40fffcf6,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110011110110,0xcf6,0x104fffcf6,0x104fff
0x40fffcf7,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110011110111,0xcf7,0x104fffcf7,0x104fff
0x40fffcf8,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110011111000,0xcf8,0x104fffcf8,0x104fff
0x40fffcf9,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110011111001,0xcf9,0x104fffcf9,0x104fff
0x40fffcfa,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110011111010,0xcfa,0x104fffcfa,0x104fff
0x40fffcfb,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110011111011,0xcfb,0x104fffcfb,0x104fff
0x40fffcfc,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110011111100,0xcfc,0x104fffcfc,0x104fff
0x40fffcfd,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110011111101,0xcfd,0x104fffcfd,0x104fff
0x40fffcfe,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110011111110,0xcfe,0x104fffcfe,0x104fff
0x40fffcff,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110011111111,0xcff,0x104fffcff,0x104fff
0x40fffd00,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100000000,0xd00,0x104fffd00,0x104fff
0x40fffd01,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100000001,0xd01,0x104fffd01,0x104fff
0x40fffd02,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100000010,0xd02,0x104fffd02,0x104fff
0x40fffd03,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100000011,0xd03,0x104fffd03,0x104fff
0x40fffd04,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100000100,0xd04,0x104fffd04,0x104fff
0x40fffd05,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100000101,0xd05,0x104fffd05,0x104fff
0x40fffd06,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100000110,0xd06,0x104fffd06,0x104fff
0x40fffd07,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100000111,0xd07,0x104fffd07,0x104fff
0x40fffd08,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100001000,0xd08,0x104fffd08,0x104fff
0x40fffd09,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100001001,0xd09,0x104fffd09,0x104fff
0x40fffd0a,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100001010,0xd0a,0x104fffd0a,0x104fff
0x40fffd0b,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100001011,0xd0b,0x104fffd0b,0x104fff
0x40fffd0c,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100001100,0xd0c,0x104fffd0c,0x104fff
0x40fffd0d,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100001101,0xd0d,0x104fffd0d,0x104fff
0x40fffd0e,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100001110,0xd0e,0x104fffd0e,0x104fff
0x40fffd0f,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100001111,0xd0f,0x104fffd0f,0x104fff
0x40fffd10,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100010000,0xd10,0x104fffd10,0x104fff
0x40fffd11,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100010001,0xd11,0x104fffd11,0x104fff
0x40fffd12,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100010010,0xd12,0x104fffd12,0x104fff
0x40fffd13,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100010011,0xd13,0x104fffd13,0x104fff
0x40fffd14,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100010100,0xd14,0x104fffd14,0x104fff
0x40fffd15,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100010101,0xd15,0x104fffd15,0x104fff
0x40fffd16,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100010110,0xd16,0x104fffd16,0x104fff
0x40fffd17,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100010111,0xd17,0x104fffd17,0x104fff
0x40fffd18,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100011000,0xd18,0x104fffd18,0x104fff
0x40fffd19,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100011001,0xd19,0x104fffd19,0x104fff
0x40fffd1a,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100011010,0xd1a,0x104fffd1a,0x104fff
0x40fffd1b,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100011011,0xd1b,0x104fffd1b,0x104fff
0x40fffd1c,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100011100,0xd1c,0x104fffd1c,0x104fff
0x40fffd1d,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100011101,0xd1d,0x104fffd1d,0x104fff
0x40fffd1e,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100011110,0xd1e,0x104fffd1e,0x104fff
0x40fffd1f,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100011111,0xd1f,0x104fffd1f,0x104fff
0x40fffd20,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100100000,0xd20,0x104fffd20,0x104fff
0x40fffd21,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100100001,0xd21,0x104fffd21,0x104fff
0x40fffd22,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100100010,0xd22,0x104fffd22,0x104fff
0x40fffd23,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100100011,0xd23,0x104fffd23,0x104fff
0x40fffd24,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100100100,0xd24,0x104fffd24,0x104fff
0x40fffd25,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100100101,0xd25,0x104fffd25,0x104fff
0x40fffd26,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100100110,0xd26,0x104fffd26,0x104fff
0x40fffd27,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100100111,0xd27,0x104fffd27,0x104fff
0x40fffd28,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100101000,0xd28,0x104fffd28,0x104fff
0x40fffd29,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100101001,0xd29,0x104fffd29,0x104fff
0x40fffd2a,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100101010,0xd2a,0x104fffd2a,0x104fff
0x40fffd2b,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100101011,0xd2b,0x104fffd2b,0x104fff
0x40fffd2c,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100101100,0xd2c,0x104fffd2c,0x104fff
0x40fffd2d,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100101101,0xd2d,0x104fffd2d,0x104fff
0x40fffd2e,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100101110,0xd2e,0x104fffd2e,0x104fff
0x40fffd2f,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100101111,0xd2f,0x104fffd2f,0x104fff
0x40fffd30,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100110000,0xd30,0x104fffd30,0x104fff
0x40fffd31,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100110001,0xd31,0x104fffd31,0x104fff
0x40fffd32,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100110010,0xd32,0x104fffd32,0x104fff
0x40fffd33,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100110011,0xd33,0x104fffd33,0x104fff
0x40fffd34,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100110100,0xd34,0x104fffd34,0x104fff
0x40fffd35,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100110101,0xd35,0x104fffd35,0x104fff
0x40fffd36,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100110110,0xd36,0x104fffd36,0x104fff
0x40fffd37,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100110111,0xd37,0x104fffd37,0x104fff
0x40fffd38,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100111000,0xd38,0x104fffd38,0x104fff
0x40fffd39,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100111001,0xd39,0x104fffd39,0x104fff
0x40fffd3a,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100111010,0xd3a,0x104fffd3a,0x104fff
0x40fffd3b,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100111011,0xd3b,0x104fffd3b,0x104fff
0x40fffd3c,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100111100,0xd3c,0x104fffd3c,0x104fff
0x40fffd3d,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100111101,0xd3d,0x104fffd3d,0x104fff
0x40fffd3e,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100111110,0xd3e,0x104fffd3e,0x104fff
0x40fffd3f,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110100111111,0xd3f,0x104fffd3f,0x104fff
0x40fffd40,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101000000,0xd40,0x104fffd40,0x104fff
0x40fffd41,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101000001,0xd41,0x104fffd41,0x104fff
0x40fffd42,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101000010,0xd42,0x104fffd42,0x104fff
0x40fffd43,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101000011,0xd43,0x104fffd43,0x104fff
0x40fffd44,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101000100,0xd44,0x104fffd44,0x104fff
0x40fffd45,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101000101,0xd45,0x104fffd45,0x104fff
0x40fffd46,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101000110,0xd46,0x104fffd46,0x104fff
0x40fffd47,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101000111,0xd47,0x104fffd47,0x104fff
0x40fffd48,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101001000,0xd48,0x104fffd48,0x104fff
0x40fffd49,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101001001,0xd49,0x104fffd49,0x104fff
0x40fffd4a,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101001010,0xd4a,0x104fffd4a,0x104fff
0x40fffd4b,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101001011,0xd4b,0x104fffd4b,0x104fff
0x40fffd4c,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101001100,0xd4c,0x104fffd4c,0x104fff
0x40fffd4d,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101001101,0xd4d,0x104fffd4d,0x104fff
0x40fffd4e,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101001110,0xd4e,0x104fffd4e,0x104fff
0x40fffd4f,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101001111,0xd4f,0x104fffd4f,0x104fff
0x40fffd50,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101010000,0xd50,0x104fffd50,0x104fff
0x40fffd51,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101010001,0xd51,0x104fffd51,0x104fff
0x40fffd52,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101010010,0xd52,0x104fffd52,0x104fff
0x40fffd53,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101010011,0xd53,0x104fffd53,0x104fff
0x40fffd54,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101010100,0xd54,0x104fffd54,0x104fff
0x40fffd55,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101010101,0xd55,0x104fffd55,0x104fff
0x40fffd56,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101010110,0xd56,0x104fffd56,0x104fff
0x40fffd57,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101010111,0xd57,0x104fffd57,0x104fff
0x40fffd58,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101011000,0xd58,0x104fffd58,0x104fff
0x40fffd59,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101011001,0xd59,0x104fffd59,0x104fff
0x40fffd5a,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101011010,0xd5a,0x104fffd5a,0x104fff
0x40fffd5b,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101011011,0xd5b,0x104fffd5b,0x104fff
0x40fffd5c,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101011100,0xd5c,0x104fffd5c,0x104fff
0x40fffd5d,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101011101,0xd5d,0x104fffd5d,0x104fff
0x40fffd5e,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101011110,0xd5e,0x104fffd5e,0x104fff
0x40fffd5f,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101011111,0xd5f,0x104fffd5f,0x104fff
0x40fffd60,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101100000,0xd60,0x104fffd60,0x104fff
0x40fffd61,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101100001,0xd61,0x104fffd61,0x104fff
0x40fffd62,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101100010,0xd62,0x104fffd62,0x104fff
0x40fffd63,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101100011,0xd63,0x104fffd63,0x104fff
0x40fffd64,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101100100,0xd64,0x104fffd64,0x104fff
0x40fffd65,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101100101,0xd65,0x104fffd65,0x104fff
0x40fffd66,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101100110,0xd66,0x104fffd66,0x104fff
0x40fffd67,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101100111,0xd67,0x104fffd67,0x104fff
0x40fffd68,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101101000,0xd68,0x104fffd68,0x104fff
0x40fffd69,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101101001,0xd69,0x104fffd69,0x104fff
0x40fffd6a,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101101010,0xd6a,0x104fffd6a,0x104fff
0x40fffd6b,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101101011,0xd6b,0x104fffd6b,0x104fff
0x40fffd6c,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101101100,0xd6c,0x104fffd6c,0x104fff
0x40fffd6d,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101101101,0xd6d,0x104fffd6d,0x104fff
0x40fffd6e,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101101110,0xd6e,0x104fffd6e,0x104fff
0x40fffd6f,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101101111,0xd6f,0x104fffd6f,0x104fff
0x40fffd70,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101110000,0xd70,0x104fffd70,0x104fff
0x40fffd71,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101110001,0xd71,0x104fffd71,0x104fff
0x40fffd72,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101110010,0xd72,0x104fffd72,0x104fff
0x40fffd73,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101110011,0xd73,0x104fffd73,0x104fff
0x40fffd74,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101110100,0xd74,0x104fffd74,0x104fff
0x40fffd75,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101110101,0xd75,0x104fffd75,0x104fff
0x40fffd76,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101110110,0xd76,0x104fffd76,0x104fff
0x40fffd77,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101110111,0xd77,0x104fffd77,0x104fff
0x40fffd78,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101111000,0xd78,0x104fffd78,0x104fff
0x40fffd79,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101111001,0xd79,0x104fffd79,0x104fff
0x40fffd7a,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101111010,0xd7a,0x104fffd7a,0x104fff
0x40fffd7b,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101111011,0xd7b,0x104fffd7b,0x104fff
0x40fffd7c,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101111100,0xd7c,0x104fffd7c,0x104fff
0x40fffd7d,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101111101,0xd7d,0x104fffd7d,0x104fff
0x40fffd7e,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101111110,0xd7e,0x104fffd7e,0x104fff
0x40fffd7f,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110101111111,0xd7f,0x104fffd7f,0x104fff
0x40fffd80,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110000000,0xd80,0x104fffd80,0x104fff
0x40fffd81,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110000001,0xd81,0x104fffd81,0x104fff
0x40fffd82,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110000010,0xd82,0x104fffd82,0x104fff
0x40fffd83,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110000011,0xd83,0x104fffd83,0x104fff
0x40fffd84,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110000100,0xd84,0x104fffd84,0x104fff
0x40fffd85,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110000101,0xd85,0x104fffd85,0x104fff
0x40fffd86,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110000110,0xd86,0x104fffd86,0x104fff
0x40fffd87,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110000111,0xd87,0x104fffd87,0x104fff
0x40fffd88,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110001000,0xd88,0x104fffd88,0x104fff
0x40fffd89,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110001001,0xd89,0x104fffd89,0x104fff
0x40fffd8a,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110001010,0xd8a,0x104fffd8a,0x104fff
0x40fffd8b,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110001011,0xd8b,0x104fffd8b,0x104fff
0x40fffd8c,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110001100,0xd8c,0x104fffd8c,0x104fff
0x40fffd8d,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110001101,0xd8d,0x104fffd8d,0x104fff
0x40fffd8e,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110001110,0xd8e,0x104fffd8e,0x104fff
0x40fffd8f,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110001111,0xd8f,0x104fffd8f,0x104fff
0x40fffd90,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110010000,0xd90,0x104fffd90,0x104fff
0x40fffd91,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110010001,0xd91,0x104fffd91,0x104fff
0x40fffd92,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110010010,0xd92,0x104fffd92,0x104fff
0x40fffd93,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110010011,0xd93,0x104fffd93,0x104fff
0x40fffd94,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110010100,0xd94,0x104fffd94,0x104fff
0x40fffd95,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110010101,0xd95,0x104fffd95,0x104fff
0x40fffd96,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110010110,0xd96,0x104fffd96,0x104fff
0x40fffd97,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110010111,0xd97,0x104fffd97,0x104fff
0x40fffd98,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110011000,0xd98,0x104fffd98,0x104fff
0x40fffd99,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110011001,0xd99,0x104fffd99,0x104fff
0x40fffd9a,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110011010,0xd9a,0x104fffd9a,0x104fff
0x40fffd9b,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110011011,0xd9b,0x104fffd9b,0x104fff
0x40fffd9c,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110011100,0xd9c,0x104fffd9c,0x104fff
0x40fffd9d,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110011101,0xd9d,0x104fffd9d,0x104fff
0x40fffd9e,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110011110,0xd9e,0x104fffd9e,0x104fff
0x40fffd9f,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110011111,0xd9f,0x104fffd9f,0x104fff
0x40fffda0,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110100000,0xda0,0x104fffda0,0x104fff
0x40fffda1,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110100001,0xda1,0x104fffda1,0x104fff
0x40fffda2,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110100010,0xda2,0x104fffda2,0x104fff
0x40fffda3,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110100011,0xda3,0x104fffda3,0x104fff
0x40fffda4,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110100100,0xda4,0x104fffda4,0x104fff
0x40fffda5,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110100101,0xda5,0x104fffda5,0x104fff
0x40fffda6,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110100110,0xda6,0x104fffda6,0x104fff
0x40fffda7,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110100111,0xda7,0x104fffda7,0x104fff
0x40fffda8,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110101000,0xda8,0x104fffda8,0x104fff
0x40fffda9,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110101001,0xda9,0x104fffda9,0x104fff
0x40fffdaa,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110101010,0xdaa,0x104fffdaa,0x104fff
0x40fffdab,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110101011,0xdab,0x104fffdab,0x104fff
0x40fffdac,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110101100,0xdac,0x104fffdac,0x104fff
0x40fffdad,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110101101,0xdad,0x104fffdad,0x104fff
0x40fffdae,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110101110,0xdae,0x104fffdae,0x104fff
0x40fffdaf,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110101111,0xdaf,0x104fffdaf,0x104fff
0x40fffdb0,0b000000000,0,0b000000001,1,0b000000111,7,0b111111111,511,0b110110110000,0xdb0,0x104fffdb0,0x104fff
