vaddr,0b_vaddr[47:39],vaddr[47:39],0b_vaddr[38:30],vaddr[38:30],0b_vaddr[29:21],vaddr[29:21],0b_vaddr[20:12],vaddr[20:12],0b_vaddr[11:0],0x_vaddr[11:0],paddr,-offset_12_shifted
0x400000de,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011011110,0xde,0x1040000de,0x104000
0x400000df,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011011111,0xdf,0x1040000df,0x104000
0x400000e0,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011100000,0xe0,0x1040000e0,0x104000
0x400000e1,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011100001,0xe1,0x1040000e1,0x104000
0x400000e2,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011100010,0xe2,0x1040000e2,0x104000
0x400000e3,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011100011,0xe3,0x1040000e3,0x104000
0x400000e4,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011100100,0xe4,0x1040000e4,0x104000
0x400000e5,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011100101,0xe5,0x1040000e5,0x104000
0x400000e6,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011100110,0xe6,0x1040000e6,0x104000
0x400000e7,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011100111,0xe7,0x1040000e7,0x104000
0x400000e8,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011101000,0xe8,0x1040000e8,0x104000
0x400000e9,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011101001,0xe9,0x1040000e9,0x104000
0x400000ea,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011101010,0xea,0x1040000ea,0x104000
0x400000eb,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011101011,0xeb,0x1040000eb,0x104000
0x400000ec,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011101100,0xec,0x1040000ec,0x104000
0x400000ed,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011101101,0xed,0x1040000ed,0x104000
0x400000ee,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011101110,0xee,0x1040000ee,0x104000
0x400000ef,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011101111,0xef,0x1040000ef,0x104000
0x400000f0,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011110000,0xf0,0x1040000f0,0x104000
0x400000f1,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011110001,0xf1,0x1040000f1,0x104000
0x400000f2,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011110010,0xf2,0x1040000f2,0x104000
0x400000f3,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011110011,0xf3,0x1040000f3,0x104000
0x400000f4,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011110100,0xf4,0x1040000f4,0x104000
0x400000f5,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011110101,0xf5,0x1040000f5,0x104000
0x400000f6,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011110110,0xf6,0x1040000f6,0x104000
0x400000f7,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011110111,0xf7,0x1040000f7,0x104000
0x400000f8,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011111000,0xf8,0x1040000f8,0x104000
0x400000f9,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011111001,0xf9,0x1040000f9,0x104000
0x400000fa,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011111010,0xfa,0x1040000fa,0x104000
0x400000fb,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011111011,0xfb,0x1040000fb,0x104000
0x400000fc,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011111100,0xfc,0x1040000fc,0x104000
0x400000fd,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011111101,0xfd,0x1040000fd,0x104000
0x400000fe,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011111110,0xfe,0x1040000fe,0x104000
0x400000ff,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000011111111,0xff,0x1040000ff,0x104000
0x40000100,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100000000,0x100,0x104000100,0x104000
0x40000101,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100000001,0x101,0x104000101,0x104000
0x40000102,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100000010,0x102,0x104000102,0x104000
0x40000103,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100000011,0x103,0x104000103,0x104000
0x40000104,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100000100,0x104,0x104000104,0x104000
0x40000105,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100000101,0x105,0x104000105,0x104000
0x40000106,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100000110,0x106,0x104000106,0x104000
0x40000107,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100000111,0x107,0x104000107,0x104000
0x40000108,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100001000,0x108,0x104000108,0x104000
0x40000109,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100001001,0x109,0x104000109,0x104000
0x4000010a,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100001010,0x10a,0x10400010a,0x104000
0x4000010b,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100001011,0x10b,0x10400010b,0x104000
0x4000010c,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100001100,0x10c,0x10400010c,0x104000
0x4000010d,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100001101,0x10d,0x10400010d,0x104000
0x4000010e,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100001110,0x10e,0x10400010e,0x104000
0x4000010f,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100001111,0x10f,0x10400010f,0x104000
0x40000110,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100010000,0x110,0x104000110,0x104000
0x40000111,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100010001,0x111,0x104000111,0x104000
0x40000112,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100010010,0x112,0x104000112,0x104000
0x40000113,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100010011,0x113,0x104000113,0x104000
0x40000114,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100010100,0x114,0x104000114,0x104000
0x40000115,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100010101,0x115,0x104000115,0x104000
0x40000116,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100010110,0x116,0x104000116,0x104000
0x40000117,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100010111,0x117,0x104000117,0x104000
0x40000118,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100011000,0x118,0x104000118,0x104000
0x40000119,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100011001,0x119,0x104000119,0x104000
0x4000011a,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100011010,0x11a,0x10400011a,0x104000
0x4000011b,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100011011,0x11b,0x10400011b,0x104000
0x4000011c,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100011100,0x11c,0x10400011c,0x104000
0x4000011d,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100011101,0x11d,0x10400011d,0x104000
0x4000011e,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100011110,0x11e,0x10400011e,0x104000
0x4000011f,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100011111,0x11f,0x10400011f,0x104000
0x40000120,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100100000,0x120,0x104000120,0x104000
0x40000121,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100100001,0x121,0x104000121,0x104000
0x40000122,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100100010,0x122,0x104000122,0x104000
0x40000123,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100100011,0x123,0x104000123,0x104000
0x40000124,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100100100,0x124,0x104000124,0x104000
0x40000125,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100100101,0x125,0x104000125,0x104000
0x40000126,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100100110,0x126,0x104000126,0x104000
0x40000127,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100100111,0x127,0x104000127,0x104000
0x40000128,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100101000,0x128,0x104000128,0x104000
0x40000129,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100101001,0x129,0x104000129,0x104000
0x4000012a,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100101010,0x12a,0x10400012a,0x104000
0x4000012b,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100101011,0x12b,0x10400012b,0x104000
0x4000012c,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100101100,0x12c,0x10400012c,0x104000
0x4000012d,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100101101,0x12d,0x10400012d,0x104000
0x4000012e,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100101110,0x12e,0x10400012e,0x104000
0x4000012f,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100101111,0x12f,0x10400012f,0x104000
0x40000130,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100110000,0x130,0x104000130,0x104000
0x40000131,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100110001,0x131,0x104000131,0x104000
0x40000132,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100110010,0x132,0x104000132,0x104000
0x40000133,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100110011,0x133,0x104000133,0x104000
0x40000134,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100110100,0x134,0x104000134,0x104000
0x40000135,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100110101,0x135,0x104000135,0x104000
0x40000136,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100110110,0x136,0x104000136,0x104000
0x40000137,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100110111,0x137,0x104000137,0x104000
0x40000138,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100111000,0x138,0x104000138,0x104000
0x40000139,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100111001,0x139,0x104000139,0x104000
0x4000013a,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100111010,0x13a,0x10400013a,0x104000
0x4000013b,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100111011,0x13b,0x10400013b,0x104000
0x4000013c,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100111100,0x13c,0x10400013c,0x104000
0x4000013d,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100111101,0x13d,0x10400013d,0x104000
0x4000013e,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100111110,0x13e,0x10400013e,0x104000
0x4000013f,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000100111111,0x13f,0x10400013f,0x104000
0x40000140,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101000000,0x140,0x104000140,0x104000
0x40000141,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101000001,0x141,0x104000141,0x104000
0x40000142,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101000010,0x142,0x104000142,0x104000
0x40000143,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101000011,0x143,0x104000143,0x104000
0x40000144,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101000100,0x144,0x104000144,0x104000
0x40000145,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101000101,0x145,0x104000145,0x104000
0x40000146,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101000110,0x146,0x104000146,0x104000
0x40000147,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101000111,0x147,0x104000147,0x104000
0x40000148,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101001000,0x148,0x104000148,0x104000
0x40000149,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101001001,0x149,0x104000149,0x104000
0x4000014a,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101001010,0x14a,0x10400014a,0x104000
0x4000014b,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101001011,0x14b,0x10400014b,0x104000
0x4000014c,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101001100,0x14c,0x10400014c,0x104000
0x4000014d,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101001101,0x14d,0x10400014d,0x104000
0x4000014e,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101001110,0x14e,0x10400014e,0x104000
0x4000014f,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101001111,0x14f,0x10400014f,0x104000
0x40000150,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101010000,0x150,0x104000150,0x104000
0x40000151,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101010001,0x151,0x104000151,0x104000
0x40000152,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101010010,0x152,0x104000152,0x104000
0x40000153,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101010011,0x153,0x104000153,0x104000
0x40000154,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101010100,0x154,0x104000154,0x104000
0x40000155,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101010101,0x155,0x104000155,0x104000
0x40000156,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101010110,0x156,0x104000156,0x104000
0x40000157,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101010111,0x157,0x104000157,0x104000
0x40000158,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101011000,0x158,0x104000158,0x104000
0x40000159,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101011001,0x159,0x104000159,0x104000
0x4000015a,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101011010,0x15a,0x10400015a,0x104000
0x4000015b,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101011011,0x15b,0x10400015b,0x104000
0x4000015c,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101011100,0x15c,0x10400015c,0x104000
0x4000015d,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101011101,0x15d,0x10400015d,0x104000
0x4000015e,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101011110,0x15e,0x10400015e,0x104000
0x4000015f,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101011111,0x15f,0x10400015f,0x104000
0x40000160,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101100000,0x160,0x104000160,0x104000
0x40000161,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101100001,0x161,0x104000161,0x104000
0x40000162,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101100010,0x162,0x104000162,0x104000
0x40000163,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101100011,0x163,0x104000163,0x104000
0x40000164,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101100100,0x164,0x104000164,0x104000
0x40000165,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101100101,0x165,0x104000165,0x104000
0x40000166,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101100110,0x166,0x104000166,0x104000
0x40000167,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101100111,0x167,0x104000167,0x104000
0x40000168,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101101000,0x168,0x104000168,0x104000
0x40000169,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101101001,0x169,0x104000169,0x104000
0x4000016a,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101101010,0x16a,0x10400016a,0x104000
0x4000016b,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101101011,0x16b,0x10400016b,0x104000
0x4000016c,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101101100,0x16c,0x10400016c,0x104000
0x4000016d,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101101101,0x16d,0x10400016d,0x104000
0x4000016e,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101101110,0x16e,0x10400016e,0x104000
0x4000016f,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101101111,0x16f,0x10400016f,0x104000
0x40000170,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101110000,0x170,0x104000170,0x104000
0x40000171,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101110001,0x171,0x104000171,0x104000
0x40000172,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101110010,0x172,0x104000172,0x104000
0x40000173,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101110011,0x173,0x104000173,0x104000
0x40000174,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101110100,0x174,0x104000174,0x104000
0x40000175,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101110101,0x175,0x104000175,0x104000
0x40000176,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101110110,0x176,0x104000176,0x104000
0x40000177,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101110111,0x177,0x104000177,0x104000
0x40000178,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101111000,0x178,0x104000178,0x104000
0x40000179,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101111001,0x179,0x104000179,0x104000
0x4000017a,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101111010,0x17a,0x10400017a,0x104000
0x4000017b,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101111011,0x17b,0x10400017b,0x104000
0x4000017c,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101111100,0x17c,0x10400017c,0x104000
0x4000017d,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101111101,0x17d,0x10400017d,0x104000
0x4000017e,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101111110,0x17e,0x10400017e,0x104000
0x4000017f,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000101111111,0x17f,0x10400017f,0x104000
0x40000180,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110000000,0x180,0x104000180,0x104000
0x40000181,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110000001,0x181,0x104000181,0x104000
0x40000182,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110000010,0x182,0x104000182,0x104000
0x40000183,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110000011,0x183,0x104000183,0x104000
0x40000184,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110000100,0x184,0x104000184,0x104000
0x40000185,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110000101,0x185,0x104000185,0x104000
0x40000186,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110000110,0x186,0x104000186,0x104000
0x40000187,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110000111,0x187,0x104000187,0x104000
0x40000188,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110001000,0x188,0x104000188,0x104000
0x40000189,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110001001,0x189,0x104000189,0x104000
0x4000018a,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110001010,0x18a,0x10400018a,0x104000
0x4000018b,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110001011,0x18b,0x10400018b,0x104000
0x4000018c,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110001100,0x18c,0x10400018c,0x104000
0x4000018d,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110001101,0x18d,0x10400018d,0x104000
0x4000018e,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110001110,0x18e,0x10400018e,0x104000
0x4000018f,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110001111,0x18f,0x10400018f,0x104000
0x40000190,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110010000,0x190,0x104000190,0x104000
0x40000191,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110010001,0x191,0x104000191,0x104000
0x40000192,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110010010,0x192,0x104000192,0x104000
0x40000193,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110010011,0x193,0x104000193,0x104000
0x40000194,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110010100,0x194,0x104000194,0x104000
0x40000195,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110010101,0x195,0x104000195,0x104000
0x40000196,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110010110,0x196,0x104000196,0x104000
0x40000197,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110010111,0x197,0x104000197,0x104000
0x40000198,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110011000,0x198,0x104000198,0x104000
0x40000199,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110011001,0x199,0x104000199,0x104000
0x4000019a,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110011010,0x19a,0x10400019a,0x104000
0x4000019b,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110011011,0x19b,0x10400019b,0x104000
0x4000019c,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110011100,0x19c,0x10400019c,0x104000
0x4000019d,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110011101,0x19d,0x10400019d,0x104000
0x4000019e,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110011110,0x19e,0x10400019e,0x104000
0x4000019f,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110011111,0x19f,0x10400019f,0x104000
0x400001a0,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110100000,0x1a0,0x1040001a0,0x104000
0x400001a1,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110100001,0x1a1,0x1040001a1,0x104000
0x400001a2,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110100010,0x1a2,0x1040001a2,0x104000
0x400001a3,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110100011,0x1a3,0x1040001a3,0x104000
0x400001a4,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110100100,0x1a4,0x1040001a4,0x104000
0x400001a5,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110100101,0x1a5,0x1040001a5,0x104000
0x400001a6,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110100110,0x1a6,0x1040001a6,0x104000
0x400001a7,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110100111,0x1a7,0x1040001a7,0x104000
0x400001a8,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110101000,0x1a8,0x1040001a8,0x104000
0x400001a9,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110101001,0x1a9,0x1040001a9,0x104000
0x400001aa,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110101010,0x1aa,0x1040001aa,0x104000
0x400001ab,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110101011,0x1ab,0x1040001ab,0x104000
0x400001ac,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110101100,0x1ac,0x1040001ac,0x104000
0x400001ad,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110101101,0x1ad,0x1040001ad,0x104000
0x400001ae,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110101110,0x1ae,0x1040001ae,0x104000
0x400001af,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110101111,0x1af,0x1040001af,0x104000
0x400001b0,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110110000,0x1b0,0x1040001b0,0x104000
0x400001b1,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110110001,0x1b1,0x1040001b1,0x104000
0x400001b2,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110110010,0x1b2,0x1040001b2,0x104000
0x400001b3,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110110011,0x1b3,0x1040001b3,0x104000
0x400001b4,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110110100,0x1b4,0x1040001b4,0x104000
0x400001b5,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110110101,0x1b5,0x1040001b5,0x104000
0x400001b6,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110110110,0x1b6,0x1040001b6,0x104000
0x400001b7,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110110111,0x1b7,0x1040001b7,0x104000
0x400001b8,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110111000,0x1b8,0x1040001b8,0x104000
0x400001b9,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110111001,0x1b9,0x1040001b9,0x104000
0x400001ba,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110111010,0x1ba,0x1040001ba,0x104000
0x400001bb,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110111011,0x1bb,0x1040001bb,0x104000
0x400001bc,0b000000000,0,0b000000001,1,0b000000000,0,0b000000000,0,0b000110111100,0x1bc,0x1040001bc,0x104000
